#,Name,Name (Default Variant),Image,Icon,Source,Rarity Group,Reorderable,Buy Price (Bells),Buy Price (Medals),Sell Price (Re-Tail),Sell Price (Nooklings),Sell Price (Leila),Type,Size,Wall-Mounted,Surface,Placeable on Surfaces,Can Trash,Can Be Walked On,Interactivity,Animated,Sound,HHA Base Points,HHA Series,HHA Series Type,HHA Theme Challenge,Color 1,Color 2,When HHA Lucky,Fashion,Catalog Keyword,Consumable,Customizable,Customization Cost,Total Variant Count,Body Variant Count,Customizable Body Name,Pattern Variant Count,Customizable Pattern Name,Ore Variant Count,Customization Ores,Notes,Name (1.0),Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),# (EN-EU),# (JP),# (ES-NA),# (ES-EU),# (FR-NA),# (FR-EU),# (GER),# (ITA),# (KOR),Version Added,Buy Price (Internal),Hex ID (1.0),Hex ID (1.4),Model Filename,New To Series,Name (GCN),Name (WW),Name (CF),Name (NH),Name (HHD),Name (PC)
1476,stack of books,stack of books (Western script),,,Dobie's RV,-,No,-,-,400,320,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,colorful,colorful,-,basic,,No,Yes,160,3,3,the collection,1,-,-,-,,-,-,つまれたほん,pila de libros,pila de libros,pile de livres,pile de livres,Bücherstapel,pila di libri,쌓인 책,1476,0996,1203,1206,1231,1229,0194,0986,0907,1.4,1600,-,2EFF,rmk_oth_books,No,,,,stack of books,stack of books,stack of books
1477,stack of clothes,stack of clothes (Colorful shirts - Red shirt),,,Stella's RV,-,No,-,-,400,320,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,red,red,-,basic,,No,Yes,160,16,4,the bottom clothing,4,the clothing on top,-,-,,-,-,ふくのやま,ropa planchada,ropa planchada,pile de vêtements,pile de vêtements,Hemdstapel,pila di vestiti,옷 더미,1477,1349,1368,1367,1234,1232,0567,0989,1037,1.4,1600,-,2F84,rmk_oth_foldcloth,No,,,,stack of clothes,stack of clothes,-
1478,stacked magazines,stacked magazines (Fashion),,,Candi's RV,-,No,-,-,400,320,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,colorful,colorful,-,basic,,No,Yes,160,5,1,-,5,the front cover,-,-,,-,-,ざっしのたば,montón de revistas,montón de revistas,lot de magazines,lot de magazines,Magazinsammlung,raccolta di riviste,쌓인 잡지,1478,0633,1102,1101,1011,1009,0888,1058,0906,1.4,1600,-,2FAB,rmk_oth_magagine,No,,,,stacked magazines,stacked magazines,stacked magazines
1479,stadiometer,stadiometer,,,Nooklings,C,Yes,"1,680",-,420,336,-,-,1x1,No,No,No,,,,,,151,dr.'s office,Set,Sci-Fi,brown,brown,-,official,,No,No,-,1,1,-,1,-,-,-,,-,-,しんちょうけい,estadiómetro,estadiómetro,toise,toise,Stadiometer,misuratore altezza,신장 측정기,1479,0738,0573,0571,1650,1650,1451,0790,0884,1.0,1680,2AC9,2B73,int_hsp_stature,No,,,,stadiometer,,-
1480,stag-beetle chair,stag-beetle chair,,,Nat,-,No,-,-,450,360,-,Seat,1x1,No,No,No,,,Sit,-,Sit,651,insect,Set,Toy Shop,gray,gray,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,クワガタチェア,silla esc. ciervo,silla esc. ciervo,chaise lucane,chaise lucane,Hirschkäferstuhl,sgabello coleottero,사슴벌레 체어,1480,0523,1432,1432,0372,0371,0601,1309,0724,1.0,1800,2CDA,2D84,int_isc_chairS_B,Yes,,,,,stag-beetle chair,-
1481,stained glass,stained glass (Modern - Modern),,,Nooklings,-,Yes,"1,200",-,300,240,-,-,2x1,Yes,No,No,,,,,,151,-,-,Fairy Tale,colorful,colorful,-,cute,,No,Yes,120,49,7,the exterior pattern,7,the interior pattern,-,-,,-,-,ステンドグラス,vidriera,vidriera,vitrail,vitrail,Buntglasscheibe,vetrata variopinta,스테인드글라스,1481,0791,1727,1725,1715,1715,0202,1718,0835,1.0,1200,2CC2,2D6C,rmk_oth_stainedglass,Yes,,,,,stained glass,-
1482,stained-glass lamp,stained-glass lamp (Colorful),,,Nooklings,A,Yes,"2,400",-,600,480,-,Light,1x1,No,No,Yes,,,Toggle,Light,Press,151,-,-,Antique,colorful,colorful,-,ornate,,No,Yes,240,4,4,the lamp shade,1,-,-,-,,-,-,ステンドグラスランプ,lámpara art nouveau,lámpara art nouveau,lampe vitrail,lampe vitrail,Buntglaslampe,lampada art nouveau,스테인드글라스 램프,1482,0792,0765,0765,0922,0920,0201,0572,0836,1.0,2400,2C61,2D0B,rmk_oth_glasslamp,Yes,,,,,stained-glass lamp,-
1483,stair dresser,stair dresser,,,Nooklings,A,Yes,"2,250",-,562,449,-,Dresser,2x1,No,No,No,,,Storage,Press,Press,151,zen,Set,Harmonious / Rustic,brown,brown,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,かいだんだんす,cómoda escalera,cómoda escalera,commode escalier,commode escalier,Stufenschrank,mobile scala,계단식 정리함,1483,0303,0469,0467,0487,0486,1491,0798,0093,1.0,2250,2AF7,2BA1,int_oth_kaidan_chestA,No,,,,stair dresser,,stair dresser
1484,standing sink,standing sink,,,Paolo's RV,-,No,-,-,300,240,-,-,1x1,No,No,No,,,,,,151,-,-,-,white,white,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,ウォッシュスタンド,lavabo tradicional,lavabo tradicional,lavabo chic,lavabo chic,Waschtisch,lavandino elegante,간이 세면대,1484,0146,0837,0838,0933,0931,1657,0646,0066,1.4,1200,-,2EE1,int_oth_retro_washstand,No,,,,,standing sink,standing sink
1485,standing spotlight,standing spotlight,,,Nooklings,C,Yes,"1,800",-,450,360,-,Light,1x1,No,No,No,,,Toggle,Light,Press,151,-,-,Trendy,black,yellow,-,official,,No,No,-,1,1,-,1,-,-,-,,-,-,スポットライトL,foco trípode,foco trípode,projecteur sur pied,projecteur sur pied,Standscheinwerfer,riflettore grande,스포트라이트 L,1485,0822,0652,0653,1327,1325,1456,1073,0853,1.0,1800,2C5F,2D09,int_sdo_lampL,Yes,,,,studio spotlight,standing spotlight,standing spotlight
1486,standing TV,standing TV (White),,,Boris's RV,-,No,-,-,"1,500","1,200",-,-,2x1,No,No,No,,,,,,151,-,-,Toy Shop,white,brown,-,modern,,No,Yes,600,4,4,the body color,1,-,-,-,,-,-,だいつきテレビ,tele con mueble,tele con mueble,ensemble TV & meuble,ensemble TV & meuble,Standfernseher,TV con piedistallo,TV와 TV 스탠드,1486,0863,1605,1604,0602,0599,1454,1656,0040,1.4,6000,-,304D,rmk_oth_color_tv,Yes,,,,,,-
1487,star globe,star globe,,,Nooklings,C,Yes,"2,400",-,600,480,-,-,1x1,No,No,Yes,,,,,,151,-,-,Sci-Fi,blue,gray,-,official,,No,No,-,1,1,-,1,-,-,-,,-,-,てんきゅうぎ,globo estelar,globo estelar,globe céleste,globe céleste,Himmelsglobus,mappamondo stellare,천구의,1487,1025,0679,0681,0726,0724,0600,0755,1235,1.0,2400,2C93,2D3D,int_std_celestial,Yes,,,,,star globe,star globe
1488,star projector,star projector,,,Nooklings,A,Yes,"2,400",-,600,480,-,-,2x2,No,No,No,,,,,,151,-,-,Sci-Fi,black,black,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,プラネタリウム,proyector estrellas,proyector estrellas,projecteur d'étoiles,projecteur d'étoiles,Planetariumprojektor,cannocchiale stelle,플라네타륨,1488,1363,1247,1250,1326,1324,1116,0233,1582,1.0,2400,2C91,2D3B,int_oth_planetarium,Yes,,,,,star projector,star projector
1489,Statue of Liberty,Statue of Liberty,,,Gulliver,-,Yes,"1,200",-,300,240,-,-,1x1,No,No,No,,,,,,1051,-,-,-,gray,gray,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,じゆうのめがみ,estatua Libertad,estatua Libertad,statue de la Liberté,statue de la Liberté,Freiheitsstatue,Statua della Libertà,자유의 여신상,1489,0699,0602,0600,1452,1452,0419,1397,1132,1.0,1200,2DD6,2E80,int_jhn_liberty,Yes,,,,Statue of Liberty,Statue of Liberty,-
1490,steamed lobster,steamed lobster,,,Julia's RV,-,No,-,-,300,240,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,red,white,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,むしロブスター,langosta cocida,langosta cocida,homard cuit,homard cuit,Hummer-Teller,aragosta al vapore,바닷가재 요리,1490,1548,0828,0828,0772,0770,0625,0030,0563,1.4,1200,-,2FFC,int_oth_lobster,No,,,,,steamed lobster,steamed lobster
1491,steamed-bun case,steamed-bun case,,,Nintendo Zone,-,No,-,-,711,568,-,-,1x1,No,No,Yes,,,,,,300,-,-,Harmonious,white,red,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,ちゅうかまんのケース,vitrina comida,vitrina comida,vitrine vapeur,vitrine vapeur,Snackvitrine,scaldavivande vapore,호빵 진열대,1491,0960,1732,1730,1729,1729,1418,1136,1682,1.0,2844,2C85,2D2F,int_oth_meatbun,Yes,,,,,steamed-bun case,-
1492,steamroller,steamroller,,,Nooklings,C,Yes,"4,500",-,"1,125",900,-,-,2x1,No,No,No,,,,,,151,construction,Theme,-,yellow,black,-,rock 'n' roll,,No,No,-,1,1,-,1,-,-,-,,-,-,スチームローラー,apisonadora,apisonadora,compacteur,compacteur,Dampfwalze,rullo compressore,스팀 롤러,1492,0789,0033,0033,0512,0511,0252,1095,0851,1.0,4500,2A6F,2B19,int_csx_roller,No,,,,steamroller,,-
1493,stepladder,stepladder,,,Nooklings,B,Yes,"1,200",-,300,240,-,-,1x1,No,No,No,,,,,,151,-,-,-,gray,gray,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,きゃたつ,escalera plegable,escalera plegable,marchepied,marchepied,Stehleiter,scaletta,접이식 사다리,1493,0420,0549,0547,1052,1051,1464,1137,1178,1.0,1200,2C3F,2CE9,int_oth_stepladder,Yes,,,,stepladder,stepladder,stepladder
1494,stewpot,stewpot (Cream stew),,,Igloo Campers,-,Yes,960,-,240,192,-,-,1x1,No,No,Yes,,,,,,451,-,-,-,gray,beige,-,iconic,,No,Yes,96,4,4,the menu,1,-,-,-,,-,-,なべ,olla,olla,fait-tout,fait-tout,Suppentopf,pentolone,냄비,1494,1100,1137,1139,0651,0649,1501,0952,0212,1.0,960,2CAB,2D55,rmk_oth_saucepan,Yes,,,,stewpot,stewpot,stewpot
1495,sticker tape liner,sticker tape liner (Blue),,,DLC,-,Yes,"23,760",-,"5,940","4,752",-,-,1x1,No,No,No,,,,,,300,-,-,Trendy,blue,blue,-,basic,,No,Yes,2376,3,3,the body color,1,-,-,-,,-,-,ドットライナー,cinta correctora,cinta correctora,ruban correcteur,roller de colle,Korrekturroller,correttore a nastro,도트라이너,1495,1058,0425,0423,1371,1365,0790,0380,0303,1.0,23760,2E2A,2ED4,rmk_stt_line,Yes,,,,,sticker tape liner,-
1496,stone lantern,stone lantern,,,Toby's RV,-,No,-,-,"3,000",-,-,Light,1x1,No,No,No,,,Toggle,Light,Press,300,-,-,Fairy Tale / Toy Shop,gray,green,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,けろけろけろっぴなあかり,farol jardín zen,farol jardín zen,lampe étang,lampe étang,Teich-Leuchte,lampada ranocchio,케로케로케로피 등,1496,0537,0622,0620,0886,0884,1544,0611,1348,1.4,12000,-,3074,int_kkk_lantern,Yes,,,,Kerokerokeroppi lantern,,-
1497,stool,stool,,,Nooklings,B,Yes,"1,360",-,340,272,-,Seat,1x1,No,No,No,,,Sit,-,Sit,151,-,-,-,red,red,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,まるイス,taburete,taburete,tabouret,tabouret,Hocker,sgabello,둥근 의자,1497,1482,1557,1557,1583,1583,0603,1303,0330,1.0,1360,2B61,2C0B,int_oth_chairS,No,,,,,,stool
1498,storage case,storage case,,,Nooklings,B,Yes,980,-,245,196,-,Dresser,1x1,No,No,No,,,Storage,Press,Press,151,-,-,-,black,white,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,しゅうのうケース,archivador,archivador,casier de rangement,casier de rangement,Aktenschrank,cassettiera,수납 케이스,1498,0698,0040,0040,0321,0320,0034,0272,0795,1.0,980,2BC3,2C6D,int_oth_people_chestA,No,,,,,,-
1499,store shelf,store shelf (White),,,Campground Shop,-,No,-,-,400,320,-,-,1x1,No,No,No,,,,,,151,-,-,-,white,colorful,-,official,,No,Yes,160,4,4,the body color,1,-,-,-,,-,-,しょうひんだな,estante alimentación,estante alimentación,rayon de magasin,rayon de magasin,Warenregal,scaffale da negozio,가게 선반,1499,0715,0577,0575,1350,1348,1645,1124,0048,1.4,1600,-,2FB2,rmk_shp_item,No,,,,store shelf,store shelf,store shelf
1500,storefront,storefront,,,Nooklings,C,Yes,"3,680",-,920,736,-,-,2x1,No,No,No,,,,,,151,western,Theme,Rustic,brown,brown,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,せいぶのまちなみ,leñera,leñera,devanture,devanture,Fassade,tettoia west,서부의 거리,1500,0830,0848,0846,0564,0563,0367,1583,0757,1.0,3680,2A57,2B01,int_wst_storefront,No,,,,storefront,,storefront
1501,stove,stove,,,Nooklings,A,Yes,"1,980",-,495,396,-,-,1x1,No,No,No,,,,,,151,-,-,-,white,red,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,ガスレンジ,cocina con horno,cocina con horno,cuisinière,cuisinière,Herd,fornello,가스렌지,1501,0322,0435,0435,0552,0551,0580,0473,0054,1.0,1980,2B78,2C22,int_oth_range,No,,,,,,stove
1502,strapped books,strapped books,,,Leopold's RV,-,No,-,-,300,240,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,colorful,colorful,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,ブックバンド,correa portalibros,correa portalibros,jeu livres sanglés,jeu livres sanglés,Bücherriemen,fascia portalibri,북 스트랩,1502,1357,0515,0513,0842,0840,0193,0441,0670,1.4,1200,-,2FF1,int_oth_bookband,No,,,,strapped books,strapped books,strapped books
1503,stretcher,stretcher,,,Raddle's RV,-,No,-,-,700,560,-,-,2x1,No,No,No,,,,,,151,-,-,-,blue,gray,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,たんか,camilla ambulancia,camilla ambulancia,brancard,brancard,Trage,barella,들것,1503,0934,0357,0355,0209,0207,1574,0145,0342,1.4,2800,-,2F57,int_hsp_stretcher,No,,,,gurney,stretcher,-
1504,stripe bathroom sink,stripe bathroom sink (Blue stripe),,,Nooklings,C,Yes,"2,020",-,505,404,-,-,1x1,No,No,No,,,,,,151,stripe,Series,Trendy,aqua,white,-,modern,,No,Yes,202,6,6,the body color,1,-,-,-,,-,-,ストライプなせんめんだい,lavabo rayas,lavabo rayas,lavabo rayures,lavabo rayures,Streifenwaschbecken,lavabo strisce,스트라이프 세면대,1504,0797,0834,0835,0935,0933,1490,0636,0842,1.0,2020,2D64,2E0E,rmk_str_washstand,Yes,,,,,stripe bathroom sink,-
1505,stripe bed,stripe bed (Blue stripe - Blue stripe),,,Nooklings,C,Yes,"2,020",-,505,404,-,Bed,2x2,No,No,No,,,Sleep,-,Sleep,151,stripe,Series,Trendy,aqua,blue,-,modern,,No,Yes,202,36,6,the body color,6,the comforter,-,-,,-,-,ストライプなベッド,cama rayas,cama rayas,lit rayures,lit rayures,Streifenbett,letto strisce,스트라이프 침대,1505,0804,0343,0341,0992,0990,1478,0705,0848,1.0,2020,2D63,2E0D,rmk_str_bedW,Yes,,,,,stripe bed,stripe bed
1506,stripe chair,stripe chair (Blue stripe),,,Nooklings,C,Yes,"2,020",-,505,404,-,Seat,1x1,No,No,No,,,Sit,-,Sit,151,stripe,Series,Trendy,aqua,white,-,modern,,No,Yes,202,6,6,the body color,1,-,-,-,,-,-,ストライプなチェア,silla rayas,silla rayas,chaise rayures,chaise rayures,Streifenstuhl,sedia strisce,스트라이프 체어,1506,0800,1467,1467,0387,0386,1487,1247,0847,1.0,2020,2D65,2E0F,rmk_str_chairS,Yes,,,,,stripe chair,stripe chair
1507,stripe clock,stripe clock (Blue stripe),,,Nooklings,-,Yes,"2,020",-,505,404,-,Clock,2x1,Yes,No,No,,,,,,151,stripe,Series,Trendy,aqua,white,-,modern,,No,Yes,202,6,6,the body color,1,-,-,-,,-,-,ストライプなとけい,reloj rayas,reloj rayas,horloge rayures,horloge rayures,Streifenuhr,orologio strisce,스트라이프 시계,1507,0803,1337,1337,0823,0821,1489,0902,0845,1.0,2020,2D62,2E0C,rmk_str_clockN,Yes,,,,,stripe clock,-
1508,stripe closet,stripe closet (Blue stripe),,,Nooklings,C,Yes,"2,020",-,505,404,-,Closet,1x1,No,No,No,,,Storage,Press,Press,151,stripe,Series,Trendy,aqua,white,-,modern,,No,Yes,202,6,6,the body color,1,-,-,-,,-,-,ストライプなクロゼット,armario rayas,armario rayas,armoire rayures,armoire rayures,Streifenschrank,armadio strisce,스트라이프 옷장,1508,0795,0086,0086,0052,0052,1484,0083,0846,1.0,2020,2D5D,2E07,rmk_str_chestF,Yes,,,,,stripe closet,stripe closet
1509,stripe dresser,stripe dresser (Blue stripe),,,Nooklings,C,Yes,"2,020",-,505,404,-,Dresser,2x1,No,Yes,No,,,Storage,Press,Press,151,stripe,Series,Trendy,aqua,white,-,modern,,No,Yes,202,6,6,the stripes color,1,-,-,-,,-,-,ストライプなタンス,cómoda rayas,cómoda rayas,commode rayures,commode rayures,Streifenkommode,comò strisce,스트라이프 서랍장,1509,0799,0492,0490,0501,0500,1481,0350,0841,1.0,2020,2D5B,2E05,rmk_str_chestA,Yes,,,,,stripe dresser,-
1510,stripe lamp,stripe lamp (Blue stripe - Blue stripe),,,Nooklings,C,Yes,"2,020",-,505,404,-,Light,1x1,No,No,No,,,Toggle,Light,Press,151,stripe,Series,Trendy,aqua,blue,-,modern,,No,Yes,202,36,6,the body color,6,the lamp shade,-,-,,-,-,ストライプなランプ,lámpara rayas,lámpara rayas,lampe rayures,lampe rayures,Streifenlampe,lampada strisce,스트라이프 램프,1510,0805,0817,0817,0912,0910,1482,0615,0840,1.0,2020,2D5C,2E06,rmk_str_lamp,Yes,,,,,stripe lamp,stripe lamp
1511,stripe shelf,stripe shelf (Blue stripe),,,Nooklings,C,Yes,"2,020",-,505,404,-,-,2x1,No,Yes,No,,,,,,151,stripe,Series,Trendy,aqua,white,-,modern,,No,Yes,202,6,6,the body color,1,-,-,-,,-,-,ストライプなシェルフ,librería rayas,librería rayas,étagère rayures,étagère rayures,Streifenregal,libreria strisce,스트라이프 쉘프,1511,0796,0861,0859,0638,0635,1483,0724,0844,1.0,2020,2D61,2E0B,rmk_str_shelf,Yes,,,,,stripe shelf,stripe shelf
1512,stripe sofa,stripe sofa (Blue stripe),,,Nooklings,C,Yes,"2,020",-,505,404,-,Seat,2x1,No,No,No,,,Sit,-,Sit,151,stripe,Series,Trendy,aqua,white,-,modern,,No,Yes,202,6,6,the body color,1,-,-,-,,-,-,ストライプなソファ,sofá rayas,sofá rayas,canapé rayures,canapé rayures,Streifensofa,sofà strisce,스트라이프 소파,1512,0798,1520,1520,0301,0299,1485,1370,0843,1.0,2020,2D60,2E0A,rmk_str_chairL,Yes,,,,,stripe sofa,stripe sofa
1513,stripe table,stripe table (Blue stripe),,,Nooklings,C,Yes,"2,020",-,505,404,-,Table,2x1,No,Yes,No,,,,,,151,stripe,Series,Trendy,aqua,white,-,modern,,No,Yes,202,6,6,the body color,1,-,-,-,,-,-,ストライプなテーブル,mesa rayas,mesa rayas,table rayures,table rayures,Streifentisch,tavolo strisce,스트라이프 테이블,1513,0801,1019,1019,1559,1559,1488,1555,0849,1.0,2020,2D5F,2E09,rmk_str_tableM,Yes,,,,,stripe table,stripe table
1514,stripe TV,stripe TV (Blue stripe),,,Nooklings,C,Yes,"2,020",-,505,404,-,-,1x1,No,No,Yes,,,,,,151,stripe,Series,Trendy,aqua,white,-,modern,,No,Yes,202,6,6,the body color,1,-,-,-,,-,-,ストライプなテレビ,tele rayas,tele rayas,télé rayures,télé rayures,Streifenfernseher,TV strisce,스트라이프 TV,1514,0802,1624,1623,1629,1629,1479,1670,0839,1.0,2020,2D5E,2E08,rmk_str_tv,Yes,,,,,stripe TV,stripe TV
1515,striped cone,striped cone,,,Nooklings,D,Yes,800,-,200,160,-,-,1x1,No,No,No,,,,,,151,construction,Theme,-,yellow,black,-,rock 'n' roll,,No,No,-,1,1,-,1,-,-,-,,-,-,しましまパイロン,cono de rayas,cono de rayas,cône rayé,cône rayé,Streifenhütchen,cono a strisce,검정 라바콘,1515,0684,0503,0501,0521,0520,1480,0364,0086,1.0,800,2A71,2B1B,int_cst_stripesP,No,,,,cone,,striped cone
1516,stroller,stroller (Blue),,,Nooklings,A,Yes,"1,960",-,490,392,-,-,1x1,No,No,No,,,,,,151,nursery,Theme,Fairy Tale,aqua,white,-,cute,,No,Yes,196,2,2,the stroller color,1,-,-,-,,-,-,うばぐるま,cochecito,cochecito,landau,landau,Kinderwagen,carrozzina,유모차,1516,0159,0434,0434,0927,0925,0734,0253,1075,1.0,1960,2A8E,2B38,rmk_bab_buggy,No,,,,stroller,,-
1517,stuffed stocking,stuffed stocking,,,Nooklings,-,Yes,"1,200",-,300,240,-,-,1x1,No,No,Yes,,,,,,451,-,-,Toy Shop,aqua,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,おかしいりブーツ,calcetín festivo,calcetín festivo,chaussette,chaussette,Festtagssocke,calza ripiena,과자 부츠,1517,0215,0297,0295,0424,0423,0391,0220,0118,1.0,1200,2C05,2CAF,int_oth_boots,No,,,,,,-
1518,succulent plant,succulent plant,,,Campground Shop,-,No,-,-,300,240,-,Plant,1x1,No,No,Yes,,,-,-,-,151,-,-,Rustic,green,gray,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,たにくしょくぶつ,aloe pequeño,aloe pequeño,pot de succulentes,pot de succulentes,Sukkulente,pianta grassa,다육 식물,1518,0896,0019,0018,1301,1299,1492,0963,0254,1.4,1200,-,2F5F,int_cct_gather,No,,,,succulent plant,succulent plant,succulent plant
1519,sunflower,sunflower,,,Garden Shop,-,Yes,980,-,245,196,-,Plant,1x1,No,No,Yes,,,-,-,-,199,-,-,Rustic,yellow,green,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,ひまわり,jarrón con girasoles,jarrón con girasoles,tournesol,tournesol,Sonnenblume,girasole,해바라기,1519,1308,0730,0731,1668,1668,1424,0520,1650,1.0,980,2B8D,2C37,int_oth_sunflower,No,,,,,,-
1520,sunflower stereo,sunflower stereo,,,Leif,-,No,-,-,620,-,-,Music Player,2x1,No,No,Yes,,,Music player,,Music,751,-,-,Rustic / Fairy Tale,orange,yellow,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ヒマワリのコンポ,radiocasete girasol,radiocasete girasol,hi-fi tournesol,hi-fi tournesol,Sonnenblumenanlage,stereo girasole,해바라기 오디오,1520,1309,1272,1275,0770,0768,1425,1417,1651,1.0,2480,2DEC,2E96,int_flo_audioM,Yes,,,,,sunflower stereo,-
1521,sunrise lamp,sunrise lamp,,,DLC,-,Yes,"4,040",-,"1,010",808,-,Light,1x1,Yes,No,No,,,Toggle,Light,Press,300,-,-,-,brown,orange,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,はつひのでランプ,lámpara amanecer,lámpara amanecer,lampe aurore,lampe aurore,Neujahrs-Sonnenlampe,lampada alba,일출 램프,1521,1210,0764,0764,0871,0869,0988,0571,1126,1.0,4040,2E0F,2EB9,int_mon_01,Yes,,,,,sunrise lamp,-
1522,Super Mushroom,Super Mushroom,,,Fortune,-,No,-,-,210,-,-,-,1x1,No,No,Yes,,,,,,151,Mario,Theme,Toy Shop,orange,red,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,スーパーキノコ,superchampiñón,superchampiñón,super champignon,super champignon,Superpilz,super fungo,슈퍼버섯,1522,0759,1535,1535,1466,1466,1499,1425,0808,1.0,840,2BDC,2C86,int_smb_mushroom,No,,,super mushroom,Super Mushroom,,Super Mushroom
1523,Super Sea Snail,Super Sea Snail,,,Inkwell's RV,-,No,-,-,"3,000",-,-,-,1x1,No,No,Yes,,,,,,300,-,-,Toy Shop,purple,aqua,-,rock 'n' roll,,No,No,-,1,1,-,1,-,-,-,,-,-,スーパーサザエ,supermolusco,supermolusco,super coquillage,super coquillage,Supermuschel,super mollusco,슈퍼 사자에,1523,0760,1538,1538,1467,1467,1498,1426,0807,1.4,12000,-,3043,int_spl_shell,Yes,,,,,,Super Sea Snail
1524,Super Star,Super Star,,,Fortune,-,No,-,-,210,-,-,-,1x1,No,No,Yes,,,,,,151,Mario,Theme,Toy Shop,yellow,yellow,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,スーパースター,superestrella,superestrella,super étoile,super étoile,Superstern,super stella,슈퍼스타,1524,0761,1536,1536,1468,1468,1500,1427,0809,1.0,840,2BDE,2C88,int_smb_star,No,,,starman,Super Star,,Super Star
1525,super toilet,super toilet (Pink),,,Nooklings,B,Yes,"1,980",-,495,396,-,Seat,1x1,No,No,No,,,Sit,-,Sit,151,-,-,-,pink,pink,-,basic,,No,Yes,198,4,2,the coloring,1,-,2,Gold Nugget / Silver Nugget,,-,-,ウォッシュトイレ,superinodoro,superinodoro,super WC,super WC,Luxustoilette,water rosa,비데 변기,1525,0147,1537,1537,1469,1469,0886,1732,0693,1.0,1980,2B91,2C3B,rmk_oth_wc1,No,,,,-,,super toilet
1526,surfboard,surfboard (Stripe),,,Tent Campers,-,Yes,"1,400",-,350,280,-,-,1x1,No,No,No,,,,,,451,-,-,-,blue,aqua,-,sporty,,No,Yes,140,5,5,the body design,1,-,-,-,,-,-,サーフボード,tabla de surf,tabla de surf,planche de surf,planche de surf,Surfbrett,tavola da surf,서핑 보드,1526,0621,1548,1548,1243,1241,1502,1457,0761,1.0,1400,2B85,2C2F,rmk_isl_surfbord,No,,,,surfboard,,surfboard
1527,surveillance camera,surveillance camera,,,Nooklings,-,Yes,"1,800",-,450,360,-,-,1x1,Yes,No,No,,,,,,151,-,-,Trendy / Sci-Fi,gray,gray,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,かんしカメラ,cámara de vigilancia,cámara de vigilancia,caméra surveillance,caméra surveillance,Überwachungskamera,telecamera sicurezza,감시 카메라,1527,0379,0356,0354,0272,0270,1595,1571,0070,1.0,1800,2CCE,2D78,int_oth_surveillance,Yes,,,,surveillance camera,surveillance camera,-
1528,sushi bench,sushi bench,,,Filly's RV,-,No,-,-,711,568,-,Seat,2x1,No,No,No,,,Sit,-,Sit,300,-,-,Toy Shop,black,colorful,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,えほうまきベンチ,banco rollo sushi,banco rollo sushi,banc maki,banc maki,Sushi-Bank,panca rotolo sushi,김밥 벤치,1528,0188,0134,0131,0109,0109,1503,0931,0169,1.4,2844,-,3028,int_cvn_chairL,No,,,,,sushi bench,-
1529,sushi container,sushi container,,,Campground Shop,-,No,-,-,300,240,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,red,colorful,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,すしおけ,bandeja de sushi,bandeja de sushi,sélection de sushis,sélection de sushis,Sushiplatte,piatto sushi deluxe,초밥 도시락,1529,0782,0142,0139,1401,1399,1507,0980,1256,1.4,1200,-,2F0B,int_oth_sushioke,No,,,,,sushi container,sushi container
